term,week,weekly_score,category
vissel kobe - barcelona,2023-11-05,11,sports
vissel kobe - barcelona,2023-11-12,100,sports
vissel kobe - barcelona,2023-11-19,,sports
vissel kobe - barcelona,2023-11-26,,sports
vissel kobe - barcelona,2023-12-03,,sports
vissel kobe - barcelona,2023-12-10,100,sports
vissel kobe - barcelona,2023-12-17,100,sports
vissel kobe - barcelona,2023-12-24,,sports
vissel kobe - barcelona,2023-12-31,,sports
vissel kobe - barcelona,2024-01-07,,sports
vissel kobe - barcelona,2024-01-14,,sports
vissel kobe - barcelona,2024-01-21,,sports
vissel kobe - barcelona,2024-01-28,,sports
vissel kobe - barcelona,2024-02-04,,sports
vissel kobe - barcelona,2024-02-11,,sports
vissel kobe - barcelona,2024-02-18,100,sports
vissel kobe - barcelona,2024-02-25,,sports
vissel kobe - barcelona,2024-03-03,73,sports
vissel kobe - barcelona,2024-03-10,,sports
vissel kobe - barcelona,2024-03-17,7,sports
vissel kobe - barcelona,2024-03-24,,sports
vissel kobe - barcelona,2024-03-31,85,sports
vissel kobe - barcelona,2024-04-07,,sports
vissel kobe - barcelona,2024-04-14,,sports
vissel kobe - barcelona,2024-04-21,,sports
vissel kobe - barcelona,2024-04-28,,sports
vissel kobe - barcelona,2024-05-05,79,sports
vissel kobe - barcelona,2024-05-12,1,sports
vissel kobe - barcelona,2024-05-19,7,sports
vissel kobe - barcelona,2024-05-26,100,sports
vissel kobe - barcelona,2024-06-02,,sports
vissel kobe - barcelona,2024-06-09,119,sports
vissel kobe - barcelona,2024-06-16,179,sports
vissel kobe - barcelona,2024-06-23,56,sports
vissel kobe - barcelona,2024-06-30,100,sports
vissel kobe - barcelona,2024-07-07,9,sports
vissel kobe - barcelona,2024-07-14,19,sports
vissel kobe - barcelona,2024-07-21,,sports
vissel kobe - barcelona,2024-07-28,78,sports
vissel kobe - barcelona,2024-08-04,,sports
vissel kobe - barcelona,2024-08-11,24,sports
vissel kobe - barcelona,2024-08-18,,sports
vissel kobe - barcelona,2024-08-25,40,sports
vissel kobe - barcelona,2024-09-01,,sports
vissel kobe - barcelona,2024-09-08,,sports
vissel kobe - barcelona,2024-09-15,,sports
vissel kobe - barcelona,2024-09-22,,sports
vissel kobe - barcelona,2024-09-29,,sports
vissel kobe - barcelona,2024-10-06,,sports
vissel kobe - barcelona,2024-10-13,,sports
vissel kobe - barcelona,2024-10-20,88,sports
vissel kobe - barcelona,2024-10-27,75,sports
vissel kobe - barcelona,2024-11-03,84,sports
vissel kobe - barcelona,2024-11-10,195,sports
vissel kobe - barcelona,2024-11-17,,sports
vissel kobe - barcelona,2024-11-24,97,sports
vissel kobe - barcelona,2024-12-01,100,sports
vissel kobe - barcelona,2024-12-08,,sports
vissel kobe - barcelona,2024-12-15,131,sports
vissel kobe - barcelona,2024-12-22,147,sports
vissel kobe - barcelona,2024-12-29,100,sports
vissel kobe - barcelona,2025-01-05,22,sports
vissel kobe - barcelona,2025-01-12,,sports
vissel kobe - barcelona,2025-01-19,,sports
vissel kobe - barcelona,2025-01-26,101,sports
vissel kobe - barcelona,2025-02-02,,sports
vissel kobe - barcelona,2025-02-09,,sports
vissel kobe - barcelona,2025-02-16,100,sports
vissel kobe - barcelona,2025-02-23,100,sports
vissel kobe - barcelona,2025-03-02,,sports
vissel kobe - barcelona,2025-03-09,,sports
vissel kobe - barcelona,2025-03-16,60,sports
vissel kobe - barcelona,2025-03-23,100,sports
vissel kobe - barcelona,2025-03-30,,sports
vissel kobe - barcelona,2025-04-06,,sports
vissel kobe - barcelona,2025-04-13,,sports
vissel kobe - barcelona,2025-04-20,,sports
vissel kobe - barcelona,2025-04-27,207,sports
vissel kobe - barcelona,2025-05-04,,sports
vissel kobe - barcelona,2025-05-11,,sports
vissel kobe - barcelona,2025-05-18,179,sports
vissel kobe - barcelona,2025-05-25,,sports
vissel kobe - barcelona,2025-06-01,,sports
vissel kobe - barcelona,2025-06-08,100,sports
vissel kobe - barcelona,2025-06-15,,sports
vissel kobe - barcelona,2025-06-22,,sports
vissel kobe - barcelona,2025-06-29,79,sports
vissel kobe - barcelona,2025-07-06,100,sports
vissel kobe - barcelona,2025-07-13,,sports
vissel kobe - barcelona,2025-07-20,18,sports
vissel kobe - barcelona,2025-07-27,15155,sports
wsg tirol - real madrid,2020-08-16,100,sports
wsg tirol - real madrid,2020-08-23,59,sports
wsg tirol - real madrid,2020-08-30,100,sports
wsg tirol - real madrid,2020-09-06,,sports
wsg tirol - real madrid,2020-09-13,,sports
wsg tirol - real madrid,2020-09-20,100,sports
wsg tirol - real madrid,2020-09-27,100,sports
wsg tirol - real madrid,2020-10-04,,sports
wsg tirol - real madrid,2020-10-11,,sports
wsg tirol - real madrid,2020-10-18,182,sports
wsg tirol - real madrid,2020-10-25,,sports
wsg tirol - real madrid,2020-11-01,,sports
wsg tirol - real madrid,2020-11-08,200,sports
wsg tirol - real madrid,2020-11-15,100,sports
wsg tirol - real madrid,2020-11-22,,sports
wsg tirol - real madrid,2020-11-29,11,sports
wsg tirol - real madrid,2020-12-06,,sports
wsg tirol - real madrid,2020-12-13,,sports
wsg tirol - real madrid,2020-12-20,195,sports
wsg tirol - real madrid,2020-12-27,17,sports
wsg tirol - real madrid,2021-01-03,99,sports
wsg tirol - real madrid,2021-01-10,59,sports
wsg tirol - real madrid,2021-01-17,,sports
wsg tirol - real madrid,2021-01-24,,sports
wsg tirol - real madrid,2021-01-31,,sports
wsg tirol - real madrid,2021-02-07,,sports
wsg tirol - real madrid,2021-02-14,,sports
wsg tirol - real madrid,2021-02-21,96,sports
wsg tirol - real madrid,2021-02-28,63,sports
wsg tirol - real madrid,2021-03-07,,sports
wsg tirol - real madrid,2021-03-14,,sports
wsg tirol - real madrid,2021-03-21,,sports
wsg tirol - real madrid,2021-03-28,117,sports
wsg tirol - real madrid,2021-04-04,,sports
wsg tirol - real madrid,2021-04-11,,sports
wsg tirol - real madrid,2021-04-18,88,sports
wsg tirol - real madrid,2021-04-25,,sports
wsg tirol - real madrid,2021-05-02,59,sports
wsg tirol - real madrid,2021-05-09,,sports
wsg tirol - real madrid,2021-05-16,,sports
wsg tirol - real madrid,2021-05-23,100,sports
wsg tirol - real madrid,2021-05-30,,sports
wsg tirol - real madrid,2021-06-06,83,sports
wsg tirol - real madrid,2021-06-13,36,sports
wsg tirol - real madrid,2021-06-20,,sports
wsg tirol - real madrid,2021-06-27,,sports
wsg tirol - real madrid,2021-07-04,168,sports
wsg tirol - real madrid,2021-07-11,,sports
wsg tirol - real madrid,2021-07-18,27,sports
wsg tirol - real madrid,2021-07-25,99,sports
wsg tirol - real madrid,2021-08-01,87,sports
wsg tirol - real madrid,2021-08-08,100,sports
wsg tirol - real madrid,2021-08-15,200,sports
wsg tirol - real madrid,2021-08-22,100,sports
wsg tirol - real madrid,2021-08-29,372,sports
wsg tirol - real madrid,2021-09-05,,sports
wsg tirol - real madrid,2021-09-12,100,sports
wsg tirol - real madrid,2021-09-19,,sports
wsg tirol - real madrid,2021-09-26,41,sports
wsg tirol - real madrid,2021-10-03,,sports
wsg tirol - real madrid,2021-10-10,,sports
wsg tirol - real madrid,2021-10-17,17,sports
wsg tirol - real madrid,2021-10-24,,sports
wsg tirol - real madrid,2021-10-31,,sports
wsg tirol - real madrid,2021-11-07,68,sports
wsg tirol - real madrid,2021-11-14,100,sports
wsg tirol - real madrid,2021-11-21,,sports
wsg tirol - real madrid,2021-11-28,96,sports
wsg tirol - real madrid,2021-12-05,100,sports
wsg tirol - real madrid,2021-12-12,,sports
wsg tirol - real madrid,2021-12-19,122,sports
wsg tirol - real madrid,2021-12-26,,sports
wsg tirol - real madrid,2022-01-02,82,sports
wsg tirol - real madrid,2022-01-09,100,sports
wsg tirol - real madrid,2022-01-16,100,sports
wsg tirol - real madrid,2022-01-23,80,sports
wsg tirol - real madrid,2022-01-30,,sports
wsg tirol - real madrid,2022-02-06,214,sports
wsg tirol - real madrid,2022-02-13,75,sports
wsg tirol - real madrid,2022-02-20,79,sports
wsg tirol - real madrid,2022-02-27,136,sports
wsg tirol - real madrid,2022-03-06,,sports
wsg tirol - real madrid,2022-03-13,,sports
wsg tirol - real madrid,2022-03-20,,sports
wsg tirol - real madrid,2022-03-27,,sports
wsg tirol - real madrid,2022-04-03,,sports
wsg tirol - real madrid,2022-04-10,77,sports
wsg tirol - real madrid,2022-04-17,,sports
wsg tirol - real madrid,2022-04-24,,sports
wsg tirol - real madrid,2022-05-01,,sports
wsg tirol - real madrid,2022-05-08,,sports
wsg tirol - real madrid,2022-05-15,93,sports
wsg tirol - real madrid,2022-05-22,,sports
wsg tirol - real madrid,2022-05-29,100,sports
wsg tirol - real madrid,2022-06-05,240,sports
wsg tirol - real madrid,2022-06-12,64,sports
wsg tirol - real madrid,2022-06-19,,sports
wsg tirol - real madrid,2022-06-26,,sports
wsg tirol - real madrid,2022-07-03,,sports
wsg tirol - real madrid,2022-07-10,,sports
wsg tirol - real madrid,2022-07-17,,sports
wsg tirol - real madrid,2022-07-24,,sports
wsg tirol - real madrid,2022-07-31,,sports
wsg tirol - real madrid,2022-08-07,100,sports
wsg tirol - real madrid,2022-08-14,,sports
wsg tirol - real madrid,2022-08-21,99,sports
wsg tirol - real madrid,2022-08-28,143,sports
wsg tirol - real madrid,2022-09-04,105,sports
wsg tirol - real madrid,2022-09-11,100,sports
wsg tirol - real madrid,2022-09-18,,sports
wsg tirol - real madrid,2022-09-25,,sports
wsg tirol - real madrid,2022-10-02,78,sports
wsg tirol - real madrid,2022-10-09,99,sports
wsg tirol - real madrid,2022-10-16,139,sports
wsg tirol - real madrid,2022-10-23,,sports
wsg tirol - real madrid,2022-10-30,,sports
wsg tirol - real madrid,2022-11-06,,sports
wsg tirol - real madrid,2022-11-13,100,sports
wsg tirol - real madrid,2022-11-20,,sports
wsg tirol - real madrid,2022-11-27,89,sports
wsg tirol - real madrid,2022-12-04,133,sports
wsg tirol - real madrid,2022-12-11,,sports
wsg tirol - real madrid,2022-12-18,100,sports
wsg tirol - real madrid,2022-12-25,,sports
wsg tirol - real madrid,2023-01-01,75,sports
wsg tirol - real madrid,2023-01-08,77,sports
wsg tirol - real madrid,2023-01-15,,sports
wsg tirol - real madrid,2023-01-22,10,sports
wsg tirol - real madrid,2023-01-29,100,sports
wsg tirol - real madrid,2023-02-05,170,sports
wsg tirol - real madrid,2023-02-12,154,sports
wsg tirol - real madrid,2023-02-19,,sports
wsg tirol - real madrid,2023-02-26,100,sports
wsg tirol - real madrid,2023-03-05,,sports
wsg tirol - real madrid,2023-03-12,,sports
wsg tirol - real madrid,2023-03-19,,sports
wsg tirol - real madrid,2023-03-26,30,sports
wsg tirol - real madrid,2023-04-02,8,sports
wsg tirol - real madrid,2023-04-09,,sports
wsg tirol - real madrid,2023-04-16,,sports
wsg tirol - real madrid,2023-04-23,,sports
wsg tirol - real madrid,2023-04-30,72,sports
wsg tirol - real madrid,2023-05-07,312,sports
wsg tirol - real madrid,2023-05-14,,sports
wsg tirol - real madrid,2023-05-21,,sports
wsg tirol - real madrid,2023-05-28,95,sports
wsg tirol - real madrid,2023-06-04,,sports
wsg tirol - real madrid,2023-06-11,100,sports
wsg tirol - real madrid,2023-06-18,85,sports
wsg tirol - real madrid,2023-06-25,18,sports
wsg tirol - real madrid,2023-07-02,,sports
wsg tirol - real madrid,2023-07-09,100,sports
wsg tirol - real madrid,2023-07-16,,sports
wsg tirol - real madrid,2023-07-23,,sports
wsg tirol - real madrid,2023-07-30,,sports
wsg tirol - real madrid,2023-08-06,100,sports
wsg tirol - real madrid,2023-08-13,137,sports
wsg tirol - real madrid,2023-08-20,,sports
wsg tirol - real madrid,2023-08-27,54,sports
wsg tirol - real madrid,2023-09-03,92,sports
wsg tirol - real madrid,2023-09-10,,sports
wsg tirol - real madrid,2023-09-17,153,sports
wsg tirol - real madrid,2023-09-24,10,sports
wsg tirol - real madrid,2023-10-01,169,sports
wsg tirol - real madrid,2023-10-08,,sports
wsg tirol - real madrid,2023-10-15,100,sports
wsg tirol - real madrid,2023-10-22,100,sports
wsg tirol - real madrid,2023-10-29,,sports
wsg tirol - real madrid,2023-11-05,,sports
wsg tirol - real madrid,2023-11-12,176,sports
wsg tirol - real madrid,2023-11-19,,sports
wsg tirol - real madrid,2023-11-26,,sports
wsg tirol - real madrid,2023-12-03,,sports
wsg tirol - real madrid,2023-12-10,196,sports
wsg tirol - real madrid,2023-12-17,,sports
wsg tirol - real madrid,2023-12-24,39,sports
wsg tirol - real madrid,2023-12-31,61,sports
wsg tirol - real madrid,2024-01-07,97,sports
wsg tirol - real madrid,2024-01-14,85,sports
wsg tirol - real madrid,2024-01-21,,sports
wsg tirol - real madrid,2024-01-28,,sports
wsg tirol - real madrid,2024-02-04,,sports
wsg tirol - real madrid,2024-02-11,,sports
wsg tirol - real madrid,2024-02-18,4,sports
wsg tirol - real madrid,2024-02-25,,sports
wsg tirol - real madrid,2024-03-03,,sports
wsg tirol - real madrid,2024-03-10,100,sports
wsg tirol - real madrid,2024-03-17,,sports
wsg tirol - real madrid,2024-03-24,100,sports
wsg tirol - real madrid,2024-03-31,,sports
wsg tirol - real madrid,2024-04-07,45,sports
wsg tirol - real madrid,2024-04-14,226,sports
wsg tirol - real madrid,2024-04-21,,sports
wsg tirol - real madrid,2024-04-28,88,sports
wsg tirol - real madrid,2024-05-05,114,sports
wsg tirol - real madrid,2024-05-12,100,sports
wsg tirol - real madrid,2024-05-19,,sports
wsg tirol - real madrid,2024-05-26,100,sports
wsg tirol - real madrid,2024-06-02,,sports
wsg tirol - real madrid,2024-06-09,,sports
wsg tirol - real madrid,2024-06-16,,sports
wsg tirol - real madrid,2024-06-23,182,sports
wsg tirol - real madrid,2024-06-30,,sports
wsg tirol - real madrid,2024-07-07,,sports
wsg tirol - real madrid,2024-07-14,200,sports
wsg tirol - real madrid,2024-07-21,,sports
wsg tirol - real madrid,2024-07-28,132,sports
wsg tirol - real madrid,2024-08-04,,sports
wsg tirol - real madrid,2024-08-11,,sports
wsg tirol - real madrid,2024-08-18,62,sports
wsg tirol - real madrid,2024-08-25,14,sports
wsg tirol - real madrid,2024-09-01,57,sports
wsg tirol - real madrid,2024-09-08,,sports
wsg tirol - real madrid,2024-09-15,,sports
wsg tirol - real madrid,2024-09-22,,sports
wsg tirol - real madrid,2024-09-29,43,sports
wsg tirol - real madrid,2024-10-06,,sports
wsg tirol - real madrid,2024-10-13,73,sports
wsg tirol - real madrid,2024-10-20,93,sports
wsg tirol - real madrid,2024-10-27,,sports
wsg tirol - real madrid,2024-11-03,28,sports
wsg tirol - real madrid,2024-11-10,,sports
wsg tirol - real madrid,2024-11-17,,sports
wsg tirol - real madrid,2024-11-24,,sports
wsg tirol - real madrid,2024-12-01,186,sports
wsg tirol - real madrid,2024-12-08,100,sports
wsg tirol - real madrid,2024-12-15,,sports
wsg tirol - real madrid,2024-12-22,,sports
wsg tirol - real madrid,2024-12-29,,sports
wsg tirol - real madrid,2025-01-05,100,sports
wsg tirol - real madrid,2025-01-12,72,sports
wsg tirol - real madrid,2025-01-19,,sports
wsg tirol - real madrid,2025-01-26,,sports
wsg tirol - real madrid,2025-02-02,30,sports
wsg tirol - real madrid,2025-02-09,,sports
wsg tirol - real madrid,2025-02-16,152,sports
wsg tirol - real madrid,2025-02-23,,sports
wsg tirol - real madrid,2025-03-02,,sports
wsg tirol - real madrid,2025-03-09,199,sports
wsg tirol - real madrid,2025-03-16,180,sports
wsg tirol - real madrid,2025-03-23,45,sports
wsg tirol - real madrid,2025-03-30,100,sports
wsg tirol - real madrid,2025-04-06,300,sports
wsg tirol - real madrid,2025-04-13,100,sports
wsg tirol - real madrid,2025-04-20,,sports
wsg tirol - real madrid,2025-04-27,,sports
wsg tirol - real madrid,2025-05-04,,sports
wsg tirol - real madrid,2025-05-11,,sports
wsg tirol - real madrid,2025-05-18,,sports
wsg tirol - real madrid,2025-05-25,,sports
wsg tirol - real madrid,2025-06-01,,sports
wsg tirol - real madrid,2025-06-08,100,sports
wsg tirol - real madrid,2025-06-15,,sports
wsg tirol - real madrid,2025-06-22,100,sports
wsg tirol - real madrid,2025-06-29,,sports
wsg tirol - real madrid,2025-07-06,100,sports
wsg tirol - real madrid,2025-07-13,,sports
wsg tirol - real madrid,2025-07-20,,sports
wsg tirol - real madrid,2025-07-27,148,sports
wsg tirol - real madrid,2025-08-03,4,sports
wsg tirol - real madrid,2025-08-10,14146,sports
disney plus cancelled shows,2020-08-16,,streaming
disney plus cancelled shows,2020-08-23,,streaming
disney plus cancelled shows,2020-08-30,100,streaming
disney plus cancelled shows,2020-09-06,114,streaming
disney plus cancelled shows,2020-09-13,200,streaming
disney plus cancelled shows,2020-09-20,,streaming
disney plus cancelled shows,2020-09-27,55,streaming
disney plus cancelled shows,2020-10-04,100,streaming
disney plus cancelled shows,2020-10-11,,streaming
disney plus cancelled shows,2020-10-18,,streaming
disney plus cancelled shows,2020-10-25,,streaming
disney plus cancelled shows,2020-11-01,,streaming
disney plus cancelled shows,2020-11-08,93,streaming
disney plus cancelled shows,2020-11-15,100,streaming
disney plus cancelled shows,2020-11-22,,streaming
disney plus cancelled shows,2020-11-29,87,streaming
disney plus cancelled shows,2020-12-06,58,streaming
disney plus cancelled shows,2020-12-13,100,streaming
disney plus cancelled shows,2020-12-20,84,streaming
disney plus cancelled shows,2020-12-27,,streaming
disney plus cancelled shows,2021-01-03,85,streaming
disney plus cancelled shows,2021-01-10,,streaming
disney plus cancelled shows,2021-01-17,92,streaming
disney plus cancelled shows,2021-01-24,,streaming
disney plus cancelled shows,2021-01-31,,streaming
disney plus cancelled shows,2021-02-07,100,streaming
disney plus cancelled shows,2021-02-14,,streaming
disney plus cancelled shows,2021-02-21,100,streaming
disney plus cancelled shows,2021-02-28,,streaming
disney plus cancelled shows,2021-03-07,100,streaming
disney plus cancelled shows,2021-03-14,182,streaming
disney plus cancelled shows,2021-03-21,,streaming
disney plus cancelled shows,2021-03-28,,streaming
disney plus cancelled shows,2021-04-04,,streaming
disney plus cancelled shows,2021-04-11,135,streaming
disney plus cancelled shows,2021-04-18,,streaming
disney plus cancelled shows,2021-04-25,94,streaming
disney plus cancelled shows,2021-05-02,92,streaming
disney plus cancelled shows,2021-05-09,87,streaming
disney plus cancelled shows,2021-05-16,38,streaming
disney plus cancelled shows,2021-05-23,90,streaming
disney plus cancelled shows,2021-05-30,72,streaming
disney plus cancelled shows,2021-06-06,,streaming
disney plus cancelled shows,2021-06-13,200,streaming
disney plus cancelled shows,2021-06-20,100,streaming
disney plus cancelled shows,2021-06-27,100,streaming
disney plus cancelled shows,2021-07-04,,streaming
disney plus cancelled shows,2021-07-11,,streaming
disney plus cancelled shows,2021-07-18,,streaming
disney plus cancelled shows,2021-07-25,100,streaming
disney plus cancelled shows,2021-08-01,100,streaming
disney plus cancelled shows,2021-08-08,,streaming
disney plus cancelled shows,2021-08-15,,streaming
disney plus cancelled shows,2021-08-22,173,streaming
